# Devanagari -> the most commonly attested romanization.
# Derived from Google Dakshina v1.0, CC BY-SA 4.0.
अं	an
नीतिशास्त्र	nitishaastra
नीतू	neetu
नीत्शे	neetshe
नीदरलैंड	netherland
नीदरलैंड्स	netherlands
नीना	neena
नीम	neem
नीमडीह	neemdeeh
नीरजा	neerja
नीरद	neerad
नीरपुर	nirpur
नीरस	neeras
नीरसता	neerasataa
नीरो	neero
नील	neel
नीलकंठ	neelkanth
नीलगिरी	nilgiri
नीलम	neelam
नीलमणि	neelamani
नीला	neela
नीलांचल	neelaanchal
नीलापन	nilapan
नीलामी	neelaami
नीली	neeli
नीले	neele
नील्सन	neilson
नुकसान	nuksan
नुकसानकारी	nuksankari
नुकसानदायक	nuksandayak
नुकीला	nukila
नुकीली	nukili
नुकीले	nukile
नुक्कड़	nukkad
नुक्ता	nukta
नुब्रा	nubra
नुवान	nuvaan
नुवो	nuvo
नुव्वे	nuvve
नुसरत	nusrat
नूडल्स	noodles
नूतन	nutan
नूपुर	nupur
नूर	noor
नूरजहां	noorjahaan
नृतकी	nritaki
नृत्यकला	nrityakala
नृत्यांगना	nrityangana
नृशंसता	narshnsta
ने	ne
नेक	nek
नेक्ड	naked
नेक्सस	nexus
नेक्स्ट	next
नेगी	negi
नेगेटिव	negative
नेचर	nature
नेचुरल	natural
नेटफ्लिक्स	netflix
नेटवर्क	network
नेटवर्किंग	networking
नेटवर्कों	networkon
नेटवर्क्स	networks
नेड	ned
नेताजी	netaji
नेतृत्व	netritva
नेत्तृत्व	netritva
नेत्र	netra
नेत्रदान	netradan
नेत्रा	netra
नेत्रालय	netralay
नेत्रियों	netriyon
नेत्रों	netron
नेनी	neni
नेने	nene
नेपाल	nepal
नेपालियों	nepaliyon
नेपाली	nepali
नेपोलियन	napoleon
नेम	name
नेमत	nemat
नेमाड़े	nemade
नेमार	nemar
नेल्ली	nelli
नेल्लौर	nellore
नेव	nev
नेवर	never
नेवल	neval
नेवला	evala
नेवलों	nevalon
नेवाडा	nevada
नेवादा	nevada
नेवारी	newari
नेविगेशन	navigation
नेविल	nevil
नेविस	nevis
नेवी	nevi
नेशनल	national
नेस्टर	nester
नेस्तनाबूत	nestanabud
नेस्तानाबूद	nestanabud
नेहरु	nehru
नेहरू	nehru
नेहा	neha
नैटो	naito
नैतिक	naitik
नैतिकता	naitikata
नैतिकताओं	naitikataon
नैथन	naithan
नैन	nain
नैना	naina
नैनी	naini
नैनीताल	nainital
नैनोटेक्नोलॉजी	nanotechnology
नैनोमीटर	nainometer
नैयर	naiyar
नैय्यर	naiyyar
नैरोगेज	nairogaje
नैश	nais
नैसकॉम	nasscom
नैसर्गिक	naisargik
नैसर्गिकता	naisargikata
नैस्कॉम	nasscom
नैहाटी	naihati
नॉकआउट	knockout
नॉट	not
नॉटिंघम	nottingham
नॉटिंघमशायर	nottingamshire
नॉटिकल	nautical
नॉटिलस	nautilus
नॉन	non
नॉमिनी	nominee
नॉरमन	norman
नॉरिस	noris
नॉर्डिक	nordik
नॉर्थ	north
नॉर्दर्न	northern
नॉर्म	norm
नॉर्मन	norman
नॉर्विच	norwich
नॉर्वे	norway
नॉर्वेजियन	norwegian
नो	no
नोआ	noaa
नोएडा	noida
नोएल	noel
नोक	knock
नोक्स	knocks
नोच	noch
नोट	note
नोटपैड	notepad
नोटबुक	notebook
नोटिस	notice
नोटों	noton
नोड	nod
नोडल	nodal
नोड्स	nodes
नोबल	nobel
नोबेल	nobel
नोमानी	nomani
नोमुरा	nomura
नोर्थ	north
नोल्स	knowles
नोहटा	nohta
नौ	nau
नौकर	naukar
नौकरशाही	naukarshahi
नौकरानी	naukrani
नौकरियां	naukariyan
नौकरियों	naukariyon
नौकरी	naukari
नौकरों	naukaron
नौका	nauka
नौकाओं	naukaon
नौकायन	naukayan
नौकायान	naukayan
नौकासन	naukasan
नौजवान	naujaavan
नौजवानों	naujavaanon
नौटियाल	nautiyal
नौनिहाल	naunihal
नौनिहालों	naunihalon
नौबतपुर	naubatpur
नौरंगिया	naurangiya
नौरंगी	naurangi
नौली	nauli
नौशेरा	naushera
नौसर	nausar
नौसेना	nausena
नौसेनाओं	nausenaon
नौसेनाध्यक्ष	nausenadhyaksh
नौसैनिक	nausainik
नौहझील	nauhazheel
न्याय	nyaay
न्यायधीश	nyaayadheesh
न्यायपालिका	nyaayapaalikaa
न्यायपीठ	nyaayapeetha
न्यायपूर्ण	nyaayapoorna
न्यायपूर्वक	nyaayapurvak
न्यायप्रणाली	nayaypranali
न्यायप्रियता	nyaypriyata
न्यायमूर्ति	nyaayamoorti
न्यायलय	nyaayalay
न्यायलयों	nyayalayon
न्यायवादी	nyaaayavaadi
न्यायशास्त्र	nyayshastra
न्यायसंगत	nyaysangat
न्यायाधिकरण	nyayadhikaran
न्यायाधीश	nyayadhish
न्यायाधीशों	nyayadhishon
न्यायाधीष	nyaayaadheesh
न्यायापालिका	nyayapalika
न्यायालय	nyaayaalay
न्यायालयों	nyayalayon
न्यायिक	nyayik
न्यायोचित	nyayochit
न्यालय	nyaalay
न्यास	nyaas
न्यासी	nyaasi
न्युनतम	newnatam
न्यू	new
न्यूकमर	newcomer
न्यूक्लिक	nucleic
न्यूक्लियर	nuclear
न्यूक्लियस	nucleus
न्यूक्लीयर	nuclear
न्यूगिनी	newguinea
न्यूज	news
न्यूजप्रिंट	newsprint
न्यूजर्सी	newjersey
न्यूजवीक	newsweek
न्यूज़	news
न्यूज़लेटर	newsletter
न्यूटन	newton
न्यूट्रल	neutral
न्यूट्रीशन	nutrition
न्यूट्रॉन	neutron
न्यून	neun
न्यूनतम	neuntam
न्यूनता	newnataa
न्यूनीकरण	nyunikaran
न्यूपोर्ट	newport
न्यूमेरिक	numeric
न्यूमोनिया	pneumonia
न्यूयॉर्क	newyork
न्यूरॉन	neuron
न्यूरॉन्स	neurons
न्यूरोपैथी	neuropathy
न्यूरोसर्जन	neurosurgeon
न्योछावर	nyochaavar
न्यौपाने	nayopane
प	pa
पंकज	pankaj
पंक्तिबद्ध	pankibaddha
पंक्तियां	panktiyan
पंख	pankh
पंखा	pankha
पंखुड़ियां	pankhudiyan
पंखुड़ियों	pankhudiyon
पंखुड़ी	pankhudi
पंखे	pankhe
पंखों	pankhon
पंगु	pangu
पंच	panch
पंचकर्म	panchkarm
पंचकेदार	panchkedar
पंचकोसी	panchkosi
पंचतंत्र	panchtantra
पंचतत्व	panchtatv
पंचम	pancham
पंचमी	panchami
पंचमुखी	panchamukhi
पंचर	punchar
पंचरत्न	panchratan
पंचवर्षीय	panchvarshiya
पंचशील	panchsheel
पंचाक्षर	panchakshar
पंचाट	panchat
पंचानन	panchanan
पंचामृत	panchamrit
पंचायत	panchayat
पंचायती	panchayati
पंचायतें	panchayatein
पंचायतों	panchayaton
पंचेश्वर	pancheshwar
पंचोली	pancholi
पंज	panj
पंजाल	panjal
पंजी	panji
पंजीकरण	panjikaran
पंजीकृत	panjikrit
पंजीयन	panjiyan
पंजे	panje
पंजों	panjon
पंडवानी	pandvani
पंडित	pandit
पंडितों	panditon
पंत	pant
पंथ	panth
पंथियों	panthiyon
पंथों	panthon
पंद्रह	pandrah
पंद्रहवी	pandrahavi
पंद्रहवीं	pandrahavin
पंप	pump
पंपिंग	pumping
पंपों	pumpon
पंप्स	pumps
पक	pak
पकड़	pakad
पकड़ता	pakadataa
पकड़ते	pakadate
पकड़ना	pakadana
पकड़ने	pakadne
पकड़ा	pakda
पकड़ी	pakdi
पकड़े	pakade
पकता	pakta
पकती	pakti
पकने	pakane
पकवान	pakvan
पकवानों	pakvanon
पका	pakaa
पकाता	pakaataa
पकाते	pakaate
पकाना	pakaanaa
पकाने	pakaane
पकाया	pakaayaa
पके	pake
पक्का	pakka
पक्की	pakki
पक्के	pakke
पक्ष	paksh
पक्षधर	pakshdhar
पक्षपातपूर्ण	pakshapatapurn
पक्षाघात	pakshaghat
पक्षियों	pakshiyon
पक्षी	pakshi
पक्षों	pakshon
पग	pag
पगडंडियों	pagdandiyon
पगडंडी	pagdandi
पगड़ी	pagadi
पगले	pagale
पगारा	pagaara
पगोड़ा	pagoda
पचड़ों	pachadon
पचहत्तर	pachattar
पचा	pachaa
पचास	pachas
पचासवां	pachasavan
पचासवीं	pachaasvin
पचौरी	pachauri
पच्चीकारी	pachchikari
पच्चीस	pachis
पछाड़	pachad
पछाड़ते	pachadte
पछुवा	pachchuva
पजामा	pajama
पट	pat
पटकथा	patkatha
पटकथाओं	patkathaon
पटना	patna
पटनायक	patnayak
पटनी	patni
पटमदा	patamadaa
पटरियों	patariyon
पटरी	patari
पटरे	patare
पटल	patal
पटवर्धन	patvardhan
पटवा	patwa
पटसन	patasan
पटा	pataa
पटाखों	patakhon
पटियाला	patiyala
पटियाली	patiyali
पटी	pati
पटेरा	patera
पटेल	patel
पट्टा	patta
पट्टिका	pattika
पट्टियां	pattiyan
पट्टियों	pattiyon
पट्टी	patti
पट्टीदार	pattidar
पट्टू	patoot
पट्टे	patte
पठनपाठन	pathanpaathan
पठनीय	pathaniya
पठान	pathan
पठारी	pathari
पड़ताल	padtaal
पड़ाव	padaav
पड़ावों	padaavon
पड़ी	padi
